x,y,z
81.99701432715699,99.01763573903963,a
41.724756177037875,73.68087154214305,a
26.566335710727003,70.1899223704516,a
124.56147556245384,12.29571523857743,a
142.7291022830076,46.65223669312638,a
120.32101506864315,109.02857022208553,a
109.7715515110011,66.58894769503314,a
114.43873234950084,108.27968412325112,a
135.73258635562215,73.3629873007389,a
115.7178053476645,144.37945564690818,a
172.46906402581328,71.26182291934725,a
163.86164470021913,104.84494349989114,a
202.12980063800214,76.33573592474028,a
219.39182221840693,110.93465088072094,a
179.6771609612403,74.64906677880703,a
219.59559170358986,126.66951727454989,a
217.016874853162,128.58101523261843,a
265.7288982183785,124.54450980844587,a
253.69670725640302,127.56713011238861,a
295.7856670722179,161.55488678921057,a
291.22817441246883,145.64425406352007,a
345.7681023441598,167.29283397399166,a
316.06683922753183,145.02006204193225,a
353.5564732390715,149.63097909313734,a
333.8031497588814,170.85300964790468,a
359.4593712779185,187.88613419992987,a
370.1917365074023,215.91454727352186,a
388.2909711412358,283.8522416321862,a
430.9993559579683,239.92465717452615,a
381.8795630123102,188.86738061045253,a
440.09474453685004,207.62158571283118,a
441.5737795291413,204.9231956699773,a
435.176341319403,196.6645963330128,a
417.2018857068472,224.8521076556873,a
381.7304157555133,181.76710177184492,a
392.778288054463,249.83411949582705,a
427.40833515994865,262.35399500393476,a
434.34519526271515,176.08218230429497,a
462.055134756438,253.16608627330874,a
451.2608779929728,204.2315795329775,a
415.26486170234267,216.92018205533498,a
442.7117943438731,193.4393344262021,a
465.8264512533824,269.98756956869386,a
454.43216426197637,181.52404750594582,a
390.19068644131437,242.2352749240526,a
401.8622585599802,234.71411689396632,a
422.3952186821848,241.01061842246088,a
434.73535913925366,211.4038205977352,a
473.86366538303895,321.9746965296863,a
436.3928703826765,372.6339873012903,a
404.8885288540337,295.70397643847605,a
462.7475934795974,351.1792796408268,a
471.21657157772734,330.3059105925672,a
457.9785057011461,349.5760285713872,a
460.75714356631204,335.9859992198611,a
441.26869108890446,427.1931851226408,a
460.79584719873475,342.14348142641416,a
423.3720994160495,350.9854317855339,a
460.09283471800654,370.59233545980396,a
498.89211112571184,310.7098238284138,a
486.0230424944312,303.8840072717641,a
497.5281523658145,372.69288451444845,a
520.8193627466126,434.0831663905599,a
478.9166147311974,349.8719132985518,a
498.2386057772889,381.3066208729161,a
478.8238036476324,365.6531955462033,a
465.4222198804829,376.4215583867647,a
491.4856975455475,414.9505793679175,a
501.05079900938887,415.42724802151514,a
549.1964432216305,356.512401089327,a
504.5888079043334,436.38945841229975,a
515.5059686316149,348.70033316251244,a
565.8989534729333,403.9930043411213,a
529.05824498092,400.9681648195629,a
497.38348524553123,403.54375593350943,a
518.0693610119987,435.89231079407034,a
528.8697865789701,371.7313728404557,a
602.0980702411007,370.68860315447387,a
562.7900578830123,398.06172896752173,a
556.4046806167912,422.87000459077797,a
573.0007627549936,417.5698541582162,a
574.4246123115113,449.3811556412642,a
539.4088619886702,393.5894819662814,a
579.7919953408276,403.80145708438454,a
580.8343231582737,402.21259412556265,a
635.0600271641248,438.10081354221717,a
576.1023226433617,418.3904554290142,a
615.0334884148953,427.85445384547944,a
645.5996898844745,442.9759378668849,a
619.2527008899534,431.19204015533865,a
616.8039414425485,452.60901286136345,a
624.3016299528276,446.97582501643785,a
613.7196566323634,458.6071703541214,a
664.2203310711303,425.20577500928084,a
605.611679905915,403.34025313722526,a
642.6726727205701,409.2502713945746,a
655.7303876538683,376.92266908306794,a
649.482592773174,395.13293846528416,a
641.4540123268376,434.95631372347884,a
670.1074422210403,432.35221612481314,a
689.5819002363045,365.4453218634047,a
669.2662735227088,453.11175976883925,a
706.4706617317727,421.1424492604227,a
719.8874901986119,447.5613596466983,a
730.7419958133908,435.6819165795469,a
729.118483116925,408.3503076747827,a
702.1931647288202,416.3179618508235,a
679.9585521870713,415.4137418922213,a
732.9311211728459,401.16145889985063,a
62.65146731478923,126.20289310017228,a
66.56102817145039,134.0503214878919,a
82.26719336300697,84.89142105874032,a
37.15896336352017,86.8642993414046,a
38.368488675742256,49.049876796058584,a
52.035307089829175,75.91348663089099,a
100.4531552796326,78.01710853894633,a
159.95717951594605,76.42948656833164,a
136.99712568055628,97.41806226529718,a
92.55941597602356,67.20961687020707,a
105.18136747934955,44.120577284865476,a
117.25879979185048,66.16913576781951,a
125.59303032174108,72.05752480698436,a
101.76086045368916,75.98578333149197,a
163.52156820908527,90.84264131130635,a
166.51757061281162,80.071250578025,a
182.81982522172456,100.21943530056893,a
182.8294479015552,107.45769045136552,a
167.2317071140367,82.25813184222721,a
169.37095184226698,101.47970585402487,a
140.09259505750603,100.67924786228627,a
146.71965095600632,133.78854777289013,a
147.61093373283026,69.88798037769601,a
191.5781609341506,117.19789366854633,a
206.32758867746077,71.92772764059487,a
204.67485445614568,151.23688393939722,a
179.68699101747157,98.9155303092441,a
161.89789988106702,105.88838337524857,a
164.42717157393542,100.96650821803462,a
195.03029821954937,68.90805243834689,a
209.69185768480529,103.06707796277556,a
207.91548591232169,130.31299094499133,a
172.17892244812577,72.06856993890949,a
216.7055516990899,117.92648808948996,a
228.79089065510942,109.54648262522693,a
173.9393828568459,59.82533818837487,a
296.46900413464795,146.6574912672674,a
233.30027811538915,91.27316338261869,a
216.7657457330762,118.37357994526621,a
206.1486701437929,113.81365197421525,a
269.82343976451256,153.87634985156183,a
300.8699569486656,136.8302654796422,a
237.29713461621193,159.41830258121445,a
271.6944448908048,92.2481898360756,a
268.4994798051454,125.86779220415411,a
288.1337782445405,106.53590841621525,a
235.92394815788606,144.88121313662162,a
335.15361090447084,112.82980732539687,a
282.14409047881725,99.6229487825209,a
290.7944103575557,126.59738362410195,a
291.3955010413664,177.5541330647892,a
279.606530130978,178.38079493229083,a
360.2195445298304,213.40107355724552,a
374.85192216792353,181.17432963389945,a
341.32647679178274,211.83678267304128,a
373.20220291276706,176.33767279752965,a
363.4700869696742,223.97610026029338,a
388.29743030835795,175.9800386236115,a
418.6797220139013,226.15936390463702,a
378.91516161350734,230.3964039635306,a
398.0511674508994,188.55596962199968,a
365.50597115269807,241.81814135380745,a
464.97039173517675,233.96415386654388,a
416.97921735597066,235.07548642629536,a
420.7113630782018,283.1803907539718,a
411.01045101114806,304.2645026756409,a
460.74767935591126,309.00274935719517,a
409.64975364875454,277.60470820781046,a
437.17866970010476,320.67831820850404,a
450.746576606187,322.47833609255076,a
411.62117384524487,322.344057456348,a
421.5184365970892,334.3309923280402,a
432.7235309751188,296.9871254911211,a
452.275686331105,302.8239999232032,a
