x,y,z
68.19379916950948,438.0306095813256,a
53.487184544301456,482.7302562549228,a
151.8393766718467,431.29509662504887,a
111.88569453882633,433.7317117830851,a
127.56840536908783,448.675084031344,a
183.6441201320212,428.77246049900543,a
166.16377740620504,435.3806055999308,a
174.00549585039417,430.50067240418423,a
204.86151409350066,418.90256261400316,a
173.33143636835365,395.01779056299654,a
216.30879799522953,397.87279455172757,a
210.52415466711025,412.85995215372475,a
216.40496475672933,350.0432469366975,a
230.91328537045007,396.7466857905911,a
252.15638912337243,377.00165859134637,a
239.99253150226352,371.336537722459,a
258.6866849653547,350.6751268819398,a
249.16077057854062,366.6120970190586,a
270.8505655236814,385.3719826186025,a
304.2700280726198,383.33395168341116,a
312.0778018977774,350.93619493287395,a
321.9114220090297,389.40855503298354,a
331.27172014015486,358.4507176977845,a
358.102340455951,395.5263748214421,a
339.9874803985305,430.71925640658066,a
379.4234311520234,399.13302015950524,a
381.46362642783595,387.2550958046999,a
358.02007660193215,382.88424918799825,a
368.0290195962298,398.4411184049362,a
363.5435379798192,354.85875242004784,a
430.10366740228704,432.8976910831907,a
321.48799020960934,380.53100926949446,a
395.882508497629,425.1771998422945,a
408.24679045821085,350.3054305256743,a
421.3853224144009,369.2818888617589,a
403.00641840359975,318.1513109244112,a
379.6281336045721,323.66369387907577,a
378.14117525868755,341.733441457484,a
432.0415022154575,332.1476131547929,a
366.533692573782,303.55338321294596,a
399.1153203639024,291.14446806412286,a
404.24909417400823,352.0180202250232,a
427.630817654079,327.94401756379557,a
460.76104771558124,306.6984023569752,a
422.92633379068536,319.53039844670764,a
510.18278537851995,283.4334710771948,a
476.33272380030456,321.15626724740946,a
520.6377240332573,276.7386903594249,a
502.34338291677506,311.05552009970864,a
509.4114020382779,327.21992459945295,a
533.8102232506183,315.2328387142268,a
526.6268032852341,317.1493757295482,a
489.56927578500313,307.0613768628418,a
497.89543121675376,308.10362714589905,a
482.92051162529805,265.5783186147968,a
444.80505264718914,237.51204277474233,a
432.2000869196867,333.8192557248036,a
473.72884364604704,298.09490975389497,a
465.41800890627854,315.22295210662406,a
459.6064602778851,348.8010106618715,a
427.4879048412043,351.2633486209544,a
396.9395208032026,362.6712162333605,a
353.1652747655349,354.2565052382336,a
354.7618575411479,390.445215457152,a
323.5139440508251,388.9060482621772,a
251.28873560689726,414.6838830060633,a
293.18168915118514,391.05485439427594,a
245.75225490841572,411.8783541426916,a
234.5221611273382,408.56236906616584,a
256.25810886684644,415.56756539265837,a
216.77773723480877,399.16519415270375,a
253.18398672832996,441.6810998397441,a
206.01950410429794,401.28673585847605,a
224.0206007857555,372.0949650181352,a
246.36617881600938,348.203303292573,a
250.09248218895036,418.6324679535122,a
243.62518228281905,439.24572332850505,a
185.85072386522396,411.6711363454513,a
122.70763119034646,437.1528807196126,a
155.0365169837946,419.6769560699552,a
116.05049517475967,383.321804059585,a
109.15431015448614,428.3229498132501,a
136.1500836084123,495.9317868104,a
139.87826205072065,461.33977114907054,a
135.91163153555146,478.52705440772775,a
159.3682036383629,449.9661941006435,a
149.44121639746825,439.7616421555209,a
138.58518420424028,441.50068855353743,a
143.70775243882227,385.4605926516706,a
95.99539267947841,428.07720249260933,a
70.14955236009948,411.310738884179,a
135.85717308622694,405.4900545459392,a
67.06963947118598,426.4291249667759,a
125.51342600831924,384.0838543244864,a
76.92580480941967,420.8850818142592,a
94.90067262260042,416.2736964320476,a
137.42326915102387,393.4825840167124,a
210.28816117523576,370.59903492957915,a
249.291816062768,357.250144362671,a
303.8293543362195,380.51769609103974,a
417.94651450372254,318.37363453895904,a
368.2731166113875,292.8461418357433,a
518.9046147497704,349.16946499482424,a
459.0062802263976,325.58027358047764,a
468.6571031704632,371.94584067441883,a
513.4388867015057,317.91051140895604,a
458.0061544685612,334.0557542071382,a
524.8160703991182,306.9137020570499,a
505.5014943135979,268.7440890732377,a
519.9579227923417,315.72237378045975,a
520.8076174955488,300.8780702951111,a
565.7765305229094,363.6018232744708,a
467.5085091286547,301.5917615683902,a
504.0452791186607,282.80312361771814,a
567.9632211609245,343.233273604954,a
536.0816295815906,302.75910338955566,a
513.8891086702567,314.08852123892575,a
518.6005901167621,332.2031320254275,a
506.5326673945449,289.93899184167077,a
563.5394056964121,312.56533137640133,a
532.6078604426447,264.8942761393733,a
555.4062041271245,273.39125359990226,a
518.0505435352192,273.9831567912589,a
544.634413471275,287.54111996166347,a
529.6877713591866,259.05260197450457,a
557.5560883379321,297.1152038685876,a
536.5896796374758,294.6065890943201,a
548.0586077283674,251.57229390578738,a
510.45017329134873,268.27056809004495,a
578.984916000451,292.155268854053,a
566.2545900563401,263.48312729255144,a
604.3240636093317,261.2392420648057,a
564.1019151302366,276.14599010989184,a
606.0971395885324,293.01469741421124,a
649.8277010460766,240.1926198042571,a
581.8654238410872,282.30344256399405,a
598.7794944215855,247.3490028167949,a
630.2562258810656,276.5242541332559,a
661.9624793822085,245.2521347405737,a
660.8746366515744,245.21539924448072,a
643.7482563084004,243.94079452640938,a
646.0091457503974,255.16802994105413,a
644.6235704638374,244.5196120729488,a
663.002408620504,256.78554165877745,a
652.6965368205101,234.68905871638538,a
664.0108093314388,256.39507658198323,a
645.472243355615,232.8723014812714,a
633.5419884396173,234.32461115823168,a
585.4264422961704,255.69240258970987,a
583.0029111063693,282.0705257828181,a
514.152426052829,244.5800964711599,a
524.0855793222295,264.3978041570241,a
513.4546823042732,193.21476583581415,a
550.3978057697353,165.61852637461078,a
470.0357486558346,169.80285040659334,a
524.7097111406364,201.1343381924142,a
525.4057040958706,195.46941682606518,a
471.18524482133097,194.90222814446776,a
432.3229895212078,174.46996558224112,a
483.9733059279603,189.37825728104758,a
539.430804713204,175.85808586926282,a
532.5603048300198,146.98565272655594,a
553.5846757289837,95.99699754954543,a
576.9148633393428,175.38126066902004,a
585.4013862493025,208.16876675746505,a
600.4586607127186,185.62775511496977,a
614.9500714827232,175.52937007025224,a
615.3548437118686,134.25932585706607,a
613.7080981414861,163.33152531647727,a
562.6065706871747,176.40630528022808,a
654.7731487066618,196.64050646240236,a
586.261718588462,219.56878161551106,a
626.6346400748557,181.37491304563758,a
588.4105139411197,220.3404300523419,a
611.2023424440205,201.95248435251938,a
608.1535689592089,183.76680250823705,a
607.514350933727,219.84406112131802,a
580.4364512131476,218.51401523588828,a
589.0516015889485,167.60802658417924,a
566.0580119178619,117.53008825491003,a
555.277028368522,118.36764344173702,a
532.830259532953,135.91126457009568,a
526.9102025611137,142.3690686267974,a
562.2264672521487,156.79495443713802,a
572.7518373602326,167.86122212412744,a
592.3713993831494,157.90366546478623,a
553.2284368659699,92.21455299825953,a
596.8451113226458,122.53229947220058,a
589.4792877523113,140.4531103581416,a
584.1627201238741,109.56525678350141,a
606.0313244573574,143.91765019464708,a
573.5990275135782,144.3579313972765,a
623.7190840040419,46.68331547245816,a
613.4543237195156,90.05378215921934,a
593.6252416165362,71.94001288217015,a
577.0493361803447,66.96598627723688,a
589.2942962000993,21.526283377779578,a
592.5772481494047,35.17986906677584,a
590.7370593335793,47.04700549400934,a
587.6185672958262,43.854398947039385,a
624.351047187356,9.303360996455183,a
645.998606825971,66.65000180344026,a
585.2449526247631,47.63540625179024,a
623.8688972678219,71.64045978719349,a
592.1869049495419,118.68888458654482,a
566.0931675622643,117.841742823473,a
543.2203565687234,213.97545528187328,a
554.7522016409349,208.6898310798485,a
511.0162410422362,237.87527108698322,a
540.1781771446019,222.56606240753143,a
515.5291581224669,167.2443108757596,a
490.1441489835784,230.93305771071846,a
486.5342702553744,264.312029603389,a
485.1864009657296,234.62682102045176,a
531.2624299079922,273.8223134319484,a
567.3830908815593,240.64308100199162,a
586.1425609718925,286.57964347193996,a
522.2158978624011,269.32390552771466,a
546.281499635657,239.47518021924168,a
570.7797357271373,252.88234770396207,a
568.249129515038,217.90071381722305,a
594.5012047205707,176.2004908729644,a
564.2783924781039,210.28263006662615,a
572.0668219496725,186.48537526326209,a
583.6576574768259,162.92986805517938,a
592.429939390461,149.87250896125914,a
623.8822128103034,138.18015972341323,a
607.815530690499,163.39335071528114,a
605.7642750000952,134.416085178991,a
626.6875888029316,112.48479330542256,a
590.8006990874521,108.38696953670694,a
585.2755002256565,88.53021941335186,a
609.8916388293777,132.3615143349328,a
607.9689482972195,65.27677060073097,a
656.9602475118932,121.1963107170194,a
696.9101510390353,96.07369686898335,a
663.633707122024,94.32906739564709,a
647.124303695409,154.29209991316878,a
672.9865776918144,99.34408778143148,a
701.9651273084088,95.08622522500957,a
723.8978282508722,84.40164316686338,a
705.4859131243992,19.884163373228887,a
696.8755917379178,35.74839271190382,a
703.3852273454013,-18.290337561946103,a
688.5655040724247,30.865530193360485,a
690.5360184722186,-22.247437109452676,a
691.6283199125935,21.322484539757227,a
729.4224815436631,21.714633847566517,a
693.1763883008732,54.90332617823282,a
693.5352902944213,20.459739168330316,a
665.8490169122374,14.268640808670284,a
